end	end, ending, endpoint, exit, exception, event, ends, entity, example, execution
stick	stick, stable, sword, strike, state, slap, stability, sum, success, shift
walk	walk, walking, walks, way, work, where, wall, world, word, walker
explain	explanation, example, equation, expression, event, evidence, entity, exception, equality, experiment
call	call, callback, calling, calls, caller, catch, communication, code, contact, conversation
perish	process, paradox, period, possession, purge, plague, passing, pact, piracy, plot
apologize	apology, apologies, act, apologizing, apologize, action, attribution, ater, apologized, above
prevail	plurality, protest, paradox, progress, power, prayer, process, predicate, prohibition, problem
kill	kill, killing, kills, killings, killed, kidnapping, killer, knife, kernel, key
sleep	sleep, sleeping, state, shutdown, shift, sleeper, suicide, session, second, sum
disagree	disagreement, dispute, dissent, difference, debate, disagree, distinction, definition, divide, discord
vomit	vomit, vomiting, verb, void, virus, violation, violence, vom, vacuum, vity
write	writing, write, work, word, will, writer, where, while, written, writes
fold	fold, folding, flow, form, fork, function, folds, first, following, float
speak	speech, speaking, statement, speak, speaker, sentence, sum, spoken, second, saying
suffice	surplus, state, sum, sacrifice, suicide, sin, speech, strike, second, success
drown	drowning, death, disaster, day, drown, deed, drinking, dip, dissolution, definition
exist	entity, existence, entities, expression, exists, event, element, ecosystem, enactment, example
teach	teaching, teach, term, teacher, time, taught, test, times, tuple, task
agree	agreement, act, agree, action, appropriation, argument, association, alliance, assembly, above
care	care, concern, caring, cure, condition, crisis, charity, compassion, case, collective
collapse	collapse, crisis, crash, catastrophe, collapses, closure, coup, chaos, collapsing, change
never	never, null, negative, not, nothing, no, ness, next, norm, nuisance
protest	protest, protesting, protests, petition, practice, phenomenon, problem, process, provocation, phrase
sing	singing, song, sing, solo, songs, spectrum, speech, singer, sound, service
vanish	void, vanishing, vanish, verb, violation, vanished, vacuum, vacancy, violence, version
decide	decision, definition, deed, default, declaration, dispute, decisions, determination, divorce, disagreement
triumph	triumph, term, transformation, test, time, transition, trust, triumphant, truth, third
resign	resignation, resign, restructuring, resolution, rebellion, removal, reform, revolt, reduction, retirement
testify	testimony, trial, testifying, term, theft, treason, transcript, time, test, testify
count	count, counting, counts, collection, computation, calculation, corpus, census, conversion, category
drink	drinking, drink, drunk, day, deed, drinks, diversion, draft, dance, dissolution
