break	bully, battery, breaker, bb, baby, brother, boy, bear, blocker, break
quit	quit, quitting, quote, question, quota, queer, qualifier, qu, quarterback, queen
lie	liar, lie, loser, lying, lawyer, leader, lookout, lobbyist, liberal, lead
finish	friend, follower, failure, fan, firefighter, felon, fighter, female, fellow, fake
smile	stranger, smile, suspect, supporter, survivor, student, superhero, saint, smoker, spectator
deliver	donor, director, defendant, driver, doctor, delegate, deputy, da, developer, detective
ask	adult, agent, anonymous, attorney, admin, attacker, alien, ater, administrator, abuser
hurt	hero, hunter, human, hurt, hit, harm, homosexual, hacker, hostage, hazard
end	end, employee, expert, er, elder, exception, example, european, erer, eree
stick	suspect, survivor, student, shooter, subject, supporter, stranger, soldier, spectator, snake
walk	witness, whistleblower, woman, winner, worker, wolf, walker, walk, walking, white
explain	expert, example, eyewitness, educator, employee, er, error, explain, elder, eree
call	citizen, caller, criminal, child, cop, coward, civilian, call, customer, constituent
perish	person, participant, perpetrator, predator, psychopath, parent, prophet, priest, patient, prisoner
apologize	adult, apologize, actor, ater, administrator, attorney, apology, athlete, attacker, anonymous
prevail	plaintiff, participant, perpetrator, person, petitioner, protester, player, prisoner, predator, patriot
kill	killer, kill, knife, kid, killing, killed, knight, key, king, korean
sleep	sleeper, suspect, survivor, student, smoker, spouse, supervisor, stranger, suicide, saint
disagree	defendant, disagreement, dm, disagree, democrat, dissent, dictator, developer, delegate, dummy
vomit	victim, vampire, vegetarian, vegan, virus, voter, vomit, volunteer, vet, viewer
write	writer, whistleblower, winner, witness, worker, wolf, write, witch, writers, woman
fold	follower, fan, friend, felon, female, farmer, failure, fold, fraud, fighter
speak	speaker, suspect, student, survivor, supporter, senator, stranger, supervisor, subject, spokesperson
suffice	suspect, saint, supervisor, slave, superior, survivor, student, sponsor, supporter, superhero
drown	diver, drowning, dolphin, deceased, donor, duck, drunk, doctor, dog, divers
exist	entity, exist, example, expert, er, european, enemy, equal, etc, exception
teach	teacher, tutor, trainer, teachers, teammate, ta, therapist, target, teaching, teen
agree	adult, agent, attorney, ater, attacker, accuser, ally, activist, actor, abuser
care	citizen, child, contributor, charity, criminal, concern, champion, colleague, collaborator, cop
collapse	child, criminal, contractor, culprit, coward, citizen, crane, client, casualty, customer
never	neighbor, nazi, negative, ninja, nobody, no, narc, native, neighbour, nuisance
protest	protester, parent, person, perpetrator, participant, patriot, panther, plaintiff, poster, photographer
sing	singer, student, suspect, saint, stranger, speaker, survivor, supporter, star, sponsor
vanish	victim, visitor, vampire, villain, vandal, vigilante, voter, viewer, virus, volunteer
decide	defendant, director, doe, doctor, detective, delegate, democrat, donor, deputy, developer
triumph	traitor, teammate, terrorist, triumph, titan, thief, teacher, trainer, threat, team
resign	republican, representative, reporter, respondent, replacement, racist, relative, result, reason, referee
testify	teacher, terrorist, teen, teenager, trooper, taxpayer, translator, thief, trustee, transient
count	citizen, count, child, criminal, candidate, contributor, canadian, cardinal, collector, customer
drink	drunk, donor, drink, dependent, defendant, doctor, driver, diabetic, dealer, delinquent
